imdb_title_id;title;original_title;year;date_published;genre;country;language;director;production_company;actors;description;avg_vote;votes;budget;worlwide_gross_income;metascore;reviews_from_users;reviews_from_critics;weighted_average_vote;mean_vote;median_vote;allgenders_0age_avg_vote;allgenders_0age_votes;allgenders_18age_avg_vote;allgenders_18age_votes;allgenders_30age_avg_vote;allgenders_30age_votes;allgenders_45age_avg_vote;allgenders_45age_votes;males_allages_avg_vote;males_allages_votes;males_0age_avg_vote;males_0age_votes;males_18age_avg_vote;males_18age_votes;males_30age_avg_vote;males_30age_votes;males_45age_avg_vote;males_45age_votes;females_allages_avg_vote;females_allages_votes;females_0age_avg_vote;females_0age_votes;females_18age_avg_vote;females_18age_votes;females_30age_avg_vote;females_30age_votes;females_45age_avg_vote;females_45age_votes;top1000_voters_rating;top1000_voters_votes
tt0251075;Evolution;Evolution;2001;2001-06-22;Comedy, Sci-Fi;USA;English;Ivan Reitman;Columbia Pictures;David Duchovny, Julianne Moore, Orlando Jones, Seann William Scott, Ted Levine, Ethan Suplee, Michael Bower, Pat Kilbane, Ty Burrell, Dan Aykroyd, Katharine Towne, Gregory Itzin, Ashley Clark, Michelle Wolff, Sarah Silverman;A fire-fighting cadet, two college professors, and a geeky but sexy government scientist work against an alien organism that has been rapidly evolving since its arrival on Earth inside a meteor.;6.1;114629;$ 80000000;$ 98376292;40.0;417.0;158.0;6.1;6.2;6.0;5.7;15.0;6.2;18592.0;6.0;59121.0;6.0;13862.0;6.1;81485.0;5.5;13.0;6.2;15702.0;6.0;51320.0;6.0;12042.0;6.1;11957.0;7.0;2.0;6.3;2725.0;6.0;7202.0;6.3;1635.0;5.8;615.0
tt0251127;How to Lose a Guy in 10 Days;How to Lose a Guy in 10 Days;2003;2003-04-18;Comedy, Romance;USA, Germany;English;Donald Petrie;Lynda Obst Productions;Kate Hudson, Matthew McConaughey, Kathryn Hahn, Annie Parisse, Adam Goldberg, Thomas Lennon, Michael Michele, Shalom Harlow, Robert Klein, Bebe Neuwirth, Samantha Quan, Justin Peroff, Celia Weston, James Murtaugh, Archie MacGregor;"Benjamin Barry is an advertising executive and ladies' man who, to win a big campaign, bets that he can make a woman fall in love with him in 10 days. Andie Anderson covers the ""How To"" beat for ""Composure"" magazine and is assigned to write an article on ""How to Lose a Guy in 10 days."" They meet in a bar shortly after the bet is made.";6.4;195386;$ 50000000;$ 177371441;45.0;367.0;132.0;6.4;6.6;7.0;6.8;101.0;6.5;55096.0;6.3;78678.0;6.2;14790.0;6.1;78679.0;5.9;28.0;6.2;20486.0;6.1;44725.0;6.1;9927.0;6.8;75767.0;7.4;58.0;6.8;33676.0;6.7;32977.0;6.7;4624.0;5.7;545.0
tt0251160;John Q;John Q;2002;2002-04-26;Crime, Drama, Thriller;USA;English, Spanish;Nick Cassavetes;New Line Cinema;Gabriela Oltean, Denzel Washington, Kimberly Elise, Ron Annabelle, Daniel E. Smith, David Thornton, Barry G. King, Laura Harring, Kevin Connolly, Larissa Laskin, Vanessa Branch, Stephanie Moore, James Finnerty, Anne Heche, James Woods;John Quincy Archibald takes a hospital emergency room hostage when his insurance won't cover his son's heart transplant.;7.1;117208;$ 36000000;$ 102244770;30.0;403.0;118.0;7.1;7.2;7.0;7.2;21.0;7.4;22990.0;7.0;57389.0;6.7;11397.0;7.1;82118.0;7.1;18.0;7.4;19354.0;7.0;49728.0;6.7;9447.0;7.3;12825.0;8.0;1.0;7.6;3390.0;7.2;7030.0;7.1;1766.0;6.5;531.0
tt0251736;House of 1000 Corpses;House of 1000 Corpses;2003;2003-04-11;Horror;USA;English;Rob Zombie;Spectacle Entertainment Group;Chad Bannon, William Bassett, Karen Black, Erin Daniels, Joe Dobbs III, Judith Drake, Dennis Fimple, Gregg Gibbs, Walton Goggins, Sid Haig, Chris Hardwick, Ken Johnson, Jennifer Jostyn, Irwin Keyes, Matthew McGrory;Two young couples traveling across the backwoods of Texas searching for urban legends of murder end up as prisoners of a bizarre and sadistic backwater family of serial killers.;6.1;72110;$ 7000000;$ 16829545;31.0;935.0;214.0;6.1;6.2;6.0;5.0;18.0;6.1;11138.0;6.1;37548.0;5.9;8052.0;6.0;48588.0;4.6;14.0;6.0;8435.0;6.0;31607.0;5.9;6801.0;6.2;9656.0;9.0;2.0;6.2;2569.0;6.2;5554.0;6.0;1109.0;5.3;452.0
tt0252076;Maid in Manhattan;Maid in Manhattan;2002;2003-03-07;Comedy, Drama, Romance;USA;English, French, Spanish;Wayne Wang;Revolution Studios;Jennifer Lopez, Ralph Fiennes, Natasha Richardson, Stanley Tucci, Tyler Posey, Frances Conroy, Chris Eigeman, Amy Sedaris, Marissa Matrone, Priscilla Lopez, Bob Hoskins, Lisa Roberts Gillan, Maddie Corman, Sharon Wilkins, Jayne Houdyshell;A Senatorial candidate falls for a hotel maid, thinking she is a socialite, when he sees her trying on a wealthy woman's dress.;5.2;80228;$ 55000000;$ 154906693;45.0;243.0;113.0;5.2;5.2;5.0;6.4;15.0;5.5;17048.0;5.0;33971.0;5.3;10662.0;4.9;30372.0;6.2;5.0;5.0;4769.0;4.7;17529.0;5.2;7113.0;5.5;32939.0;6.4;9.0;5.8;12047.0;5.3;16017.0;5.6;3381.0;4.8;450.0
tt0252444;Rabbit-Proof Fence;Rabbit-Proof Fence;2002;2002-11-08;Adventure, Biography, Drama;Australia;Aboriginal, English;Phillip Noyce;Rumbalara Films;Everlyn Sampi, Tianna Sansbury, Laura Monaghan, David Gulpilil, Ningali Lawford, Myarn Lawford, Deborah Mailman, Jason Clarke, Kenneth Branagh, Natasha Wanganeen, Garry McDonald, Roy Billing, Lorna Lesley, Celine O'Leary, Kate Roberts;In 1931, three half-white, half-Aboriginal girls escape after being plucked from their houses to be trained as domestic staff, and set off on a journey across the Outback.;7.4;26308;$ 6000000;$ 16217411;80.0;254.0;63.0;7.4;7.6;8.0;7.0;14.0;7.2;3282.0;7.4;10325.0;7.6;6635.0;7.3;15556.0;7.0;11.0;7.1;2097.0;7.3;7898.0;7.5;5193.0;7.7;4986.0;6.7;3.0;7.5;1150.0;7.7;2314.0;8.0;1351.0;6.9;320.0
tt0252501;Hearts in Atlantis;Hearts in Atlantis;2001;2002-03-08;Drama, Mystery;USA;English;Scott Hicks;Castle Rock Entertainment;Anthony Hopkins, Anton Yelchin, Hope Davis, Mika Boorem, David Morse, Alan Tudyk, Tom Bower, Celia Weston, Adam LeFevre, Will Rothhaar, Timothy Reifsnyder, Deirdre O'Connell, Terry Beaver, Joe Blankenship, Brett Fleisher;Widowed Liz Garfield (;6.9;34542;$ 31000000;$ 30919415;55.0;276.0;137.0;6.9;7.0;7.0;6.8;4.0;7.2;3336.0;6.8;16407.0;6.8;7058.0;6.9;22073.0;6.3;3.0;7.1;2310.0;6.8;13410.0;6.8;5761.0;7.0;5212.0;8.0;1.0;7.3;995.0;6.9;2816.0;7.0;1193.0;6.5;392.0
tt0252866;American Pie 2;American Pie 2;2001;2001-10-12;Comedy;USA;English;J.B. Rogers;LivePlanet;Jason Biggs, Shannon Elizabeth, Alyson Hannigan, Chris Klein, Thomas Ian Nicholas, Natasha Lyonne, Tara Reid, Seann William Scott, Mena Suvari, Eddie Kaye Thomas, Chris Owen, Eugene Levy, Molly Cheek, Denise Faye, Lisa Arturo;Jim and his friends are now in college, and they decide to meet up at the beach house for some fun.;6.4;228849;$ 30000000;$ 287553595;43.0;423.0;141.0;6.4;6.6;7.0;6.6;96.0;6.6;61414.0;6.3;104149.0;6.0;15099.0;6.5;159425.0;6.5;68.0;6.7;50543.0;6.3;89646.0;6.1;13272.0;6.0;26354.0;6.8;14.0;6.3;10230.0;5.8;13550.0;5.8;1617.0;5.8;682.0
tt0253474;The Pianist;The Pianist;2002;2003-01-24;Biography, Drama, Music;UK, France, Poland, Germany;English, German, Russian;Roman Polanski;R.P. Productions;Adrien Brody, Emilia Fox, Michal Zebrowski, Ed Stoppard, Maureen Lipman, Frank Finlay, Jessica Kate Meyer, Julia Rayner, Wanja Mues, Richard Ridings, Nomi Sharron, Anthony Milner, Lucy Skeaping, Roddy Skeaping, Ben Harlan;A Polish Jewish musician struggles to survive the destruction of the Warsaw ghetto of World War II.;8.5;665166;$ 35000000;$ 120072577;85.0;838.0;190.0;8.5;8.5;9.0;8.8;535.0;8.7;180338.0;8.4;251696.0;8.2;52413.0;8.5;402847.0;8.9;370.0;8.6;133384.0;8.4;202197.0;8.2;42059.0;8.6;106728.0;8.5;100.0;8.8;43937.0;8.6;46172.0;8.4;9398.0;8.1;733.0
tt0253556;Reign of Fire;Reign of Fire;2002;2002-08-23;Action, Adventure, Fantasy;USA, UK, Ireland;English;Rob Bowman;Spyglass Entertainment;Christian Bale, Matthew McConaughey, Izabella Scorupco, Gerard Butler, Scott Moutter, David Kennedy, Alexander Siddig, Ned Dennehy, Rory Keenan, Terence Maynard, Doug Cockle, Randall Carlton, Chris Kelly, Ben Thornton, Alice Krige;A brood of fire-breathing dragons emerges from the earth and begins setting everything ablaze, establishing dominance over the planet.;6.2;121146;$ 60000000;$ 82150183;39.0;588.0;147.0;6.2;6.3;6.0;6.0;18.0;6.3;19070.0;6.2;61228.0;6.3;16489.0;6.2;87271.0;5.5;13.0;6.3;16495.0;6.2;53780.0;6.2;14055.0;6.3;11773.0;7.0;2.0;6.3;2362.0;6.2;6795.0;6.5;2186.0;6.0;613.0
tt0253754;Star Trek: Nemesis;Star Trek: Nemesis;2002;2003-01-03;Action, Adventure, Sci-Fi;USA;English;Stuart Baird;Paramount Pictures;Patrick Stewart, Jonathan Frakes, Brent Spiner, LeVar Burton, Michael Dorn, Marina Sirtis, Gates McFadden, Tom Hardy, Ron Perlman, Shannon Cochran, Dina Meyer, Jude Ciccolella, Alan Dale, John Berg, Michael Owen;The Enterprise is diverted to the Romulan homeworld Romulus, supposedly because they want to negotiate a peace treaty. Captain Picard and his crew discover a serious threat to the Federation once Praetor Shinzon plans to attack Earth.;6.4;69369;$ 60000000;$ 67336470;51.0;843.0;181.0;6.4;6.5;7.0;6.2;20.0;6.3;5133.0;6.4;31537.0;6.5;15397.0;6.4;48307.0;5.9;15.0;6.3;4435.0;6.4;28507.0;6.5;13532.0;6.6;5112.0;7.0;5.0;6.6;635.0;6.6;2632.0;6.8;1641.0;5.9;550.0
tt0253867;The Sweetest Thing;The Sweetest Thing;2002;2002-08-30;Comedy, Romance;USA;English;Roger Kumble;Columbia Pictures;Lillian Adams, Herbert W. Ankrom, Bryan Anthony, Christina Applegate, Linda Asuma, Jason Bateman, Vahe Bejan, Joe Bellan, Selma Blair, Chelsea Bond, Alexander Chance, Judith Chapman, Charlie Dell, Richard Denni, Cameron Diaz;A girl finds she is forced to educate herself on the etiquette of wooing the opposite sex when she finally meets Mr. Right.;5.2;52696;$ 43000000;$ 69319426;32.0;409.0;101.0;5.2;5.4;5.0;6.1;8.0;5.4;8237.0;5.0;26636.0;5.1;6373.0;5.0;26138.0;7.5;2.0;5.1;3349.0;4.9;17116.0;5.1;4948.0;5.5;16004.0;5.8;4.0;5.6;4776.0;5.4;9233.0;5.4;1331.0;4.6;400.0
tt0254686;La pianiste;La pianiste;2001;2001-09-05;Drama;Austria, France, Germany;French, German;Michael Haneke;Arte France Cinéma;Isabelle Huppert, Annie Girardot, Benoît Magimel, Susanne Lothar, Udo Samel, Anna Sigalevitch, Cornelia Köndgen, Thomas Weinhappel, Georg Friedrich, Philipp Heiss, William Mang, Rudolf Melichar, Michael Schottenberg, Gabriele Schuchter, Dieter Berner;A young man romantically pursues his masochistic piano teacher.;7.5;50908;ATS 70000000;$ 6765335;79.0;246.0;159.0;7.5;7.4;8.0;8.7;27.0;7.7;10073.0;7.4;22732.0;7.2;7270.0;7.5;30221.0;8.9;23.0;7.8;6547.0;7.4;16819.0;7.1;5909.0;7.4;10617.0;8.5;4.0;7.5;3370.0;7.4;5590.0;7.3;1249.0;6.5;349.0
tt0255589;Seom;Seom;2000;2004-11-05;Drama, Thriller;South Korea;Korean;Ki-duk Kim;Myung Film Company Ltd.;Jung Suh, Yoosuk Kim, Sung-hee Park, Jae-Hyun Cho, Hang-Seon Jang, Yeo-jin Kim, Won Seo;A Carer becomes the mother to a secluded isle.;7.0;11870;$ 1000000;$ 24963;61.0;67.0;78.0;7.0;7.1;7.0;6.7;3.0;7.1;1202.0;7.0;6368.0;6.9;2019.0;7.0;8325.0;7.5;2.0;7.1;909.0;7.0;5428.0;6.8;1801.0;7.0;1372.0;5.0;1.0;6.9;276.0;7.0;870.0;7.2;194.0;6.2;219.0
tt0255798;The Animal;The Animal;2001;2001-11-02;Comedy, Sci-Fi;USA;English;Luke Greenfield;Revolution Studios;Rob Schneider, Colleen Haskell, John C. McGinley, Edward Asner, Michael Caton, Louis Lombardi, Guy Torry, Bob Rubin, Pilar Schneider, Scott Wilson, Raymond Ma, Michael Papajohn, Ron Roggé, Holly Maples, Henriette Mantel;After receiving organ transplants from various animal donors, a man finds himself taking on the traits of those animals.;4.8;54556;$ 47000000;$ 85191134;43.0;134.0;76.0;4.8;5.0;5.0;4.7;15.0;5.0;11814.0;4.7;26551.0;4.7;4879.0;4.8;38163.0;4.6;9.0;4.9;9416.0;4.7;23182.0;4.7;4281.0;4.8;6238.0;6.8;4.0;5.0;2276.0;4.6;3134.0;4.4;538.0;4.2;412.0
tt0255819;Baby Boy;Baby Boy;2001;2001-06-27;Crime, Drama, Romance;USA;English;John Singleton;Columbia Pictures;Tyrese Gibson, Taraji P. Henson, Omar Gooding, Tamara LaSeon Bass, Candy Ann Brown, A.J. Johnson, Ving Rhames, Snoop Dogg, Angell Conwell, Kareem J. Grimes, Tracey Cherelle Jones, Kaylan Bolton, Kylan Bolton, Freez Luv, Mo'Nique;This is the story of Jody, an unemployed young black man, who's been living with his mother for several years, even though he's got a child of his own. Romantically, he's having ...;6.4;11985;$ 16000000;$ 29381649;55.0;86.0;43.0;6.4;6.6;7.0;6.8;4.0;6.8;1701.0;6.3;5812.0;6.0;1404.0;6.3;7608.0;6.0;3.0;6.8;1291.0;6.3;4880.0;6.0;1100.0;6.6;1652.0;9.0;1.0;6.8;391.0;6.5;872.0;6.4;286.0;5.4;198.0
tt0256380;Shallow Hal;Shallow Hal;2001;2002-02-01;Comedy, Drama, Fantasy;USA, Germany;English;Bobby Farrelly, Peter Farrelly;Twentieth Century Fox;Gwyneth Paltrow, Jack Black, Jason Alexander, Joe Viterelli, Rene Kirby, Bruce McGill, Anthony Robbins, Susan Ward, Zen Gesner, Brooke Burns, Rob Moran, Joshua 'Li'iBoy' Shintani, Kyle Gass, Laura Kightlinger, Nan Martin;A shallow man falls in love with a 300-pound woman because of her inner beauty.;5.9;122328;$ 40000000;$ 141069860;48.0;420.0;112.0;5.9;6.0;6.0;5.7;22.0;5.9;24226.0;5.9;58397.0;6.1;14967.0;5.9;75159.0;5.7;18.0;5.9;15648.0;5.9;44959.0;6.1;12187.0;5.9;24631.0;5.5;2.0;5.9;8341.0;5.8;12830.0;6.1;2548.0;5.7;587.0
tt0256415;Sweet Home Alabama;Sweet Home Alabama;2002;2002-12-20;Comedy, Romance;USA;English;Andy Tennant;Touchstone Pictures;Reese Witherspoon, Josh Lucas, Patrick Dempsey, Candice Bergen, Mary Kay Place, Fred Ward, Jean Smart, Ethan Embry, Melanie Lynskey, Courtney Gains, Mary Lynn Rajskub, Rhona Mitra, Nathan Lee Graham, Sean Bridgers, Fleet Cooper;A young woman who's reinvented herself as a New York City socialite must return home to Alabama to obtain a divorce from her husband, after seven years of separation.;6.2;97134;$ 30000000;$ 180622424;45.0;399.0;74.0;6.2;6.4;6.0;6.1;22.0;6.3;20148.0;6.1;43008.0;6.3;12370.0;5.9;37499.0;5.5;2.0;5.8;5877.0;5.8;22114.0;6.1;8282.0;6.6;40176.0;6.3;17.0;6.6;14005.0;6.5;20446.0;6.8;3898.0;5.6;466.0
tt0256524;The Curse of the Jade Scorpion;The Curse of the Jade Scorpion;2001;2001-08-24;Comedy, Crime, Mystery;USA, Germany;English, French;Woody Allen;DreamWorks;John Tormey, John Schuck, Woody Allen, Elizabeth Berkley, Kaili Vernoff, Brian Markinson, Maurice Sonnenberg, John Doumanian, Peter Gerety, Helen Hunt, Kevin Cahoon, Philip Levy, Wallace Shawn, Dan Aykroyd, Vince Giordano;An insurance investigator and an efficency expert who hate each other are both hypnotized by a crooked hypnotist with a jade scorpion into stealing jewels.;6.7;36197;$ 33000000;$ 18914307;52.0;177.0;91.0;6.7;6.8;7.0;7.4;6.0;6.8;3520.0;6.7;17412.0;6.8;7453.0;6.7;24107.0;7.2;4.0;6.7;2614.0;6.7;14438.0;6.8;6409.0;6.8;4629.0;5.5;2.0;6.9;843.0;6.8;2730.0;6.7;924.0;6.3;395.0
tt0257044;Road to Perdition;Road to Perdition;2002;2002-09-27;Crime, Drama, Thriller;USA;English;Sam Mendes;DreamWorks;Tyler Hoechlin, Rob Maxey, Liam Aiken, Jennifer Jason Leigh, Tom Hanks, Paul Newman, Daniel Craig, Ciarán Hinds, Craig Spidle, Ian Barford, Stephen P. Dunn, Paul Turner, Kathleen Keane, Brendan McKinney, Jackie Moran;A mob enforcer's son witnesses a murder, forcing him and his father to take to the road, and his father down a path of redemption and revenge.;7.7;231770;$ 80000000;$ 181001478;72.0;1029.0;214.0;7.7;7.8;8.0;7.9;52.0;7.8;40298.0;7.7;111777.0;7.5;29659.0;7.7;166218.0;7.9;49.0;7.8;35744.0;7.7;99373.0;7.5;25434.0;7.5;19876.0;9.0;1.0;7.7;4166.0;7.5;11198.0;7.5;3741.0;7.5;720.0
tt0257076;S.W.A.T.;S.W.A.T.;2003;2003-12-05;Action, Adventure, Crime;USA;English, Spanish, French;Clark Johnson;Columbia Pictures;Samuel L. Jackson, Colin Farrell, Michelle Rodriguez, LL Cool J, Josh Charles, Jeremy Renner, Brian Van Holt, Olivier Martinez, Reg E. Cathey, Larry Poindexter, Page Kennedy, Domenick Lombardozzi, James DuMont, Denis Arndt, Lindsey Ginter;An imprisoned drug kingpin offers a huge cash reward to anyone that can break him out of police custody, and only the L.A.P.D.'s Special Weapons and Tactics team can prevent it.;6.0;133000;$ 80000000;$ 207725639;45.0;341.0;147.0;6.0;6.1;6.0;6.1;15.0;6.2;25829.0;5.9;66943.0;5.9;13225.0;6.0;97102.0;5.9;13.0;6.2;22717.0;5.9;59512.0;5.9;11426.0;6.3;11772.0;8.0;2.0;6.5;2876.0;6.2;6753.0;6.4;1618.0;5.7;594.0
tt0257106;Scary Movie 2;Scary Movie 2;2001;2001-09-07;Comedy;USA, Canada;English;Keenen Ivory Wayans;Dimension Films;Antony Acker, Mark Barrett, Richard Bellos, Suzanne Bianqui, Natale Bosco, Joann Connor, Bradley Fisher, Suzanne O'Donnell, Kristi Pearce, Donna Silverberg, Helene Strayer, Veronica Cartwright, Andy Richter, Lee R. Mayes, Natasha Lyonne;Four teens are tricked by their professor into visiting a haunted house for a school project.;5.3;141698;$ 45000000;$ 141220678;29.0;554.0;132.0;5.3;5.5;5.0;4.9;101.0;5.5;41977.0;5.2;60425.0;5.0;8303.0;5.3;97596.0;4.8;81.0;5.6;33961.0;5.2;52558.0;5.0;7288.0;5.2;16446.0;6.0;12.0;5.4;7572.0;5.0;7330.0;5.1;891.0;4.7;641.0
tt0257360;About Schmidt;About Schmidt;2002;2003-01-24;Comedy, Drama;USA;English;Alexander Payne;New Line Cinema;Jack Nicholson, Kathy Bates, Hope Davis, Dermot Mulroney, June Squibb, Howard Hesseman, Harry Groener, Connie Ray, Len Cariou, Mark Venhuizen, Cheryl Hamada, Phil Reeves, Matt Winston, James M. Connor, Jill Anderson;A man upon retirement, embarks on a journey to his estranged daughter's wedding, only to discover more about himself and life than he ever expected.;7.1;118520;$ 30000000;$ 105834556;85.0;626.0;221.0;7.1;7.1;7.0;6.8;17.0;7.3;14375.0;7.1;57841.0;7.0;20870.0;7.2;78139.0;6.9;14.0;7.3;11587.0;7.1;47553.0;7.0;16980.0;7.0;16272.0;7.5;2.0;7.0;2640.0;7.0;9611.0;7.0;3555.0;7.0;586.0
tt0257516;Cursed;Cursed;2005;2005-04-22;Comedy, Horror;Germany, USA;English;Wes Craven;Dimension Films;Portia de Rossi, Mya, Shannon Elizabeth, Kristina Anapau, Daniel Edward Mora, Solar, Jesse Eisenberg, Milo Ventimiglia, Jonny Acker, Eric Ladin, Christina Ricci, Joshua Jackson, Derek Mears, Nick Offerman, Ken Rudulph;A werewolf loose in Los Angeles changes the lives of three young adults who, after being mauled by the beast, learn they must kill it in order to avoid becoming werewolves themselves.;5.0;29343;$ 38000000;$ 29621722;31.0;326.0;156.0;5.0;5.2;5.0;6.3;5.0;5.2;3852.0;4.8;15043.0;5.2;4698.0;4.9;18757.0;5.3;3.0;5.1;2490.0;4.8;11867.0;5.2;3942.0;5.3;5228.0;6.0;1.0;5.4;1328.0;5.2;3033.0;5.7;687.0;4.9;431.0
tt0257568;Kangaroo Jack;Kangaroo Jack;2003;2003-05-16;Action, Adventure, Comedy;USA, Australia;English;David McNally;Castle Rock Entertainment;Jerry O'Connell, Anthony Anderson, Estella Warren, Christopher Walken, Marton Csokas, Dyan Cannon, Michael Shannon, Bill Hunter, David Ngoombujarra, Marco Sellitto, Damien Fotiou, Christopher James Baker, Ryan Gibson, Denise Roberts, Antonio Vitiello;Two childhood friends, a New York hairstylist and a would-be musician, get caught up with the mob and are forced to deliver $50,000 to Australia, but things go haywire when the money is lost to a wild kangaroo.;4.4;27603;$ 60000000;$ 88929111;16.0;187.0;77.0;4.4;4.7;5.0;4.0;14.0;4.5;8599.0;4.2;9744.0;4.5;2931.0;4.4;18833.0;4.4;11.0;4.5;7088.0;4.2;8504.0;4.5;2503.0;4.5;3069.0;1.0;1.0;4.6;1407.0;4.2;1162.0;4.8;379.0;4.0;323.0
tt0258000;Panic Room;Panic Room;2002;2002-05-03;Crime, Drama, Thriller;USA;English;David Fincher;Columbia Pictures;Jodie Foster, Kristen Stewart, Forest Whitaker, Dwight Yoakam, Jared Leto, Patrick Bauchau, Ann Magnuson, Ian Buchanan, Andrew Kevin Walker, Paul Schulze, Mel Rodriguez, Richard Conant, Paul Simon, Victor Thrash, Ken Turner;A divorced woman and her diabetic daughter take refuge in their newly-purchased house's safe room, when three men break-in, searching for a missing fortune.;6.8;242202;$ 48000000;$ 197079546;65.0;880.0;239.0;6.8;6.8;7.0;7.4;80.0;6.9;49107.0;6.7;112277.0;6.7;26648.0;6.7;155618.0;7.4;57.0;6.9;35484.0;6.7;91835.0;6.7;22156.0;6.8;38036.0;7.3;19.0;6.9;13054.0;6.7;19132.0;6.8;4066.0;6.9;739.0
tt0258463;The Bourne Identity;The Bourne Identity;2002;2002-09-06;Action, Mystery, Thriller;USA, Germany, Czech Republic;English, French, German, Dutch, Italian;Doug Liman;Universal Pictures;Matt Damon, Franka Potente, Chris Cooper, Clive Owen, Brian Cox, Adewale Akinnuoye-Agbaje, Gabriel Mann, Walton Goggins, Josh Hamilton, Julia Stiles, Orso Maria Guerrini, Tim Dutton, Denis Braccini, Nicky Naudé, David Selburg;A man is picked up by a fishing boat, bullet-riddled and suffering from amnesia, before racing to elude assassins and attempting to regain his memory.;7.9;482429;$ 60000000;$ 214034224;68.0;884.0;248.0;7.9;8.0;8.0;7.8;225.0;7.9;112218.0;7.9;208164.0;8.0;49730.0;7.9;335687.0;7.8;192.0;7.9;95937.0;7.9;181224.0;8.0;42405.0;7.8;48807.0;7.5;22.0;7.7;15079.0;7.7;24763.0;8.0;6542.0;7.6;873.0
tt0258470;Bubble Boy;Bubble Boy;2001;2001-08-24;Adventure, Comedy, Romance;USA;English;Blair Hayes;Bandeira Entertainment;Jake Gyllenhaal, Swoosie Kurtz, Marley Shelton, Danny Trejo, John Carroll Lynch, Verne Troyer, Dave Sheridan, Brian George, Patrick Cranshaw, Stephen Spinella, Ever Carradine, Geoffrey Arend, Beetlejuice, Matthew McGrory, Bonnie Morgan;Bubble Boy's been in a bubble all his life due to no immune system. A cute blonde girl befriends BB. Her boyfriend proposes and BB decides to travel across USA to Niagara Falls to stop the wedding.;5.6;28878;$ 13000000;$ 5007898;41.0;185.0;47.0;5.6;5.9;6.0;6.5;8.0;5.7;6577.0;5.5;13743.0;5.7;2837.0;5.6;17440.0;6.5;4.0;5.7;4155.0;5.5;10473.0;5.7;2296.0;5.9;6222.0;7.2;4.0;5.9;2354.0;5.8;3151.0;6.0;505.0;4.9;280.0
tt0259288;Dragonfly;Dragonfly;2002;2002-06-07;Drama, Fantasy, Mystery;USA, Germany;English, Spanish;Tom Shadyac;Universal Pictures;Kevin Costner, Susanna Thompson, Joe Morton, Ron Rifkin, Kathy Bates, Robert Bailey Jr., Jacob Smith, Jay Thomas, Lisa Banes, Matt Craven, Casey Biggs, Leslie Hope, Peter Hansen, Mary Beth Fisher, Kim Staunton;A grieving doctor is being contacted by his late wife through his patients' near death experiences.;6.1;35305;$ 60000000;$ 52323400;25.0;242.0;121.0;6.1;6.3;6.0;7.5;2.0;6.3;3623.0;6.0;17241.0;6.2;7106.0;6.0;21198.0;5.0;1.0;6.2;2140.0;6.0;12991.0;6.1;5475.0;6.5;7293.0;10.0;1.0;6.7;1432.0;6.4;4068.0;6.8;1528.0;5.6;400.0
tt0259324;Ghost Rider;Ghost Rider;2007;2007-03-02;Action, Fantasy, Thriller;USA, Australia;English;Mark Steven Johnson;Columbia Pictures;Matt Long, Raquel Alessi, Brett Cullen, Peter Fonda, Nicolas Cage, Donal Logue, Tony Ghosthawk, Hugh Sexton, Marcus Jones, Matt Norman, Lawrence Cameron Steele, Wes Bentley, Eddie Baroo, Jessica Napier, Laurence Breuls;When motorcycle rider Johnny Blaze sells his soul to the Devil to save his father's life, he is transformed into the Ghost Rider, the Devil's own bounty hunter, and is sent to hunt down sinners.;5.2;212991;$ 110000000;$ 228738393;35.0;703.0;283.0;5.2;5.4;5.0;5.3;149.0;5.4;54446.0;5.1;95552.0;5.4;20143.0;5.2;154010.0;5.1;129.0;5.4;46275.0;5.1;84134.0;5.4;17332.0;5.3;21627.0;6.6;14.0;5.4;7595.0;5.2;10553.0;5.7;2535.0;5.2;726.0
tt0259446;My Big Fat Greek Wedding;My Big Fat Greek Wedding;2002;2002-09-20;Comedy, Drama, Romance;Canada, USA;English, Greek;Joel Zwick;Gold Circle Films;Nia Vardalos, Michael Constantine, Christina Eleusiniotis, Kaylee Vieira, John Kalangis, Lainie Kazan, Marita Zouravlioff, Sarah Osman, Petra Wildgoose, Melissa Todd, Bess Meisler, Andrea Martin, Louis Mandylor, Gerry Mendicino, Stavroula Logothettis;A young Greek woman falls in love with a non-Greek and struggles to get her family to accept him while she comes to terms with her heritage and cultural identity.;6.5;115022;$ 5000000;$ 368744044;62.0;761.0;168.0;6.5;6.8;7.0;6.8;20.0;6.5;19862.0;6.4;49125.0;6.8;19239.0;6.3;57143.0;6.6;7.0;6.3;9374.0;6.2;31862.0;6.7;14264.0;6.9;32949.0;6.8;11.0;6.8;10243.0;6.9;16711.0;7.3;4661.0;6.2;539.0
